23,21,23,0.9130434782608695,1.0,1.0,1.0,0,0.0,23,0,435.00669846520555,0
90,88,90,0.9777777777777777,1.0,1.0,1.0,0,0.0,90,0,663.1473984903566,0
60,58,60,0.9666666666666667,1.0,1.0,1.0,0,0.0,60,0,588.2563631861711,0
93,91,93,0.978494623655914,1.0,1.0,1.0,0,0.0,93,0,961.8148815497117,0
74,72,74,0.972972972972973,1.0,1.0,1.0,0,0.0,74,0,528.9598577433893,0
46,44,46,0.9565217391304348,1.0,1.0,1.0,0,0.0,46,0,791.2401428615427,0
87,85,87,0.9770114942528736,1.0,1.0,1.0,0,0.0,87,0,801.4053444474831,0
75,73,75,0.9733333333333334,1.0,1.0,1.0,0,0.0,75,0,1065.388253387676,0
89,87,89,0.9775280898876404,1.0,1.0,1.0,0,0.0,89,0,830.7307641909531,0
13,11,13,0.8461538461538461,1.0,1.0,1.0,0,0.0,13,0,529.7775706434545,0
68,66,68,0.9705882352941176,1.0,1.0,1.0,0,0.0,68,0,695.0441952865281,0
50,48,50,0.96,1.0,1.0,1.0,0,0.0,50,0,1097.5882283495778,0
29,27,29,0.9310344827586207,1.0,1.0,1.0,0,0.0,29,0,625.8484240245174,0
82,80,82,0.975609756097561,1.0,1.0,1.0,0,0.0,82,0,595.230894977768,0
22,20,22,0.9090909090909091,1.0,1.0,1.0,0,0.0,22,0,424.5414398045114,0
13,11,13,0.8461538461538461,1.0,1.0,1.0,0,0.0,13,0,435.6696888908365,0
72,70,72,0.9722222222222222,1.0,1.0,1.0,0,0.0,72,0,443.3766298979071,0
31,29,31,0.9354838709677419,1.0,1.0,1.0,0,0.0,31,0,424.23864715486724,0
95,93,95,0.9789473684210527,1.0,1.0,1.0,0,0.0,95,0,1249.4582034175544,0
58,56,58,0.9655172413793104,1.0,1.0,1.0,0,0.0,58,0,720.2590925129842,0
57,55,57,0.9649122807017544,1.0,1.0,1.0,0,0.0,57,0,429.19360233337767,0
31,29,31,0.9354838709677419,1.0,1.0,1.0,0,0.0,31,0,385.68746045138715,0
52,50,52,0.9615384615384616,1.0,1.0,1.0,0,0.0,52,0,543.2843148437171,0
49,47,49,0.9591836734693877,1.0,1.0,1.0,0,0.0,49,0,266.8337639906004,0
47,45,47,0.9574468085106383,1.0,1.0,1.0,0,0.0,47,0,469.7129523450317,0
68,66,68,0.9705882352941176,1.0,1.0,1.0,0,0.0,68,0,628.3312859560295,0
42,40,42,0.9523809523809523,1.0,1.0,1.0,0,0.0,42,0,443.36402643199415,0
88,86,88,0.9772727272727273,1.0,1.0,1.0,0,0.0,88,0,934.8194074118093,0
40,38,40,0.95,1.0,1.0,1.0,0,0.0,40,0,506.8096904694326,0
73,71,73,0.9726027397260274,1.0,1.0,1.0,0,0.0,73,0,518.4659681724964,0
42,40,42,0.9523809523809523,1.0,1.0,1.0,0,0.0,42,0,467.68940460657024,0
21,19,21,0.9047619047619048,1.0,1.0,1.0,0,0.0,21,0,410.69302320424873,0
38,36,38,0.9473684210526315,1.0,1.0,1.0,0,0.0,38,0,951.104173141842,0
77,75,77,0.974025974025974,1.0,1.0,1.0,0,0.0,77,0,438.24262999631105,0
99,97,99,0.9797979797979798,1.0,1.0,1.0,0,0.0,99,0,920.3742595678289,0
44,42,44,0.9545454545454546,1.0,1.0,1.0,0,0.0,44,0,311.41013548723356,0
73,71,73,0.9726027397260274,1.0,1.0,1.0,0,0.0,73,0,801.6070065903508,0
57,55,57,0.9649122807017544,1.0,1.0,1.0,0,0.0,57,0,420.3323153128279,0
51,49,51,0.9607843137254902,1.0,1.0,1.0,0,0.0,51,0,504.16867370901025,0
61,59,61,0.9672131147540983,1.0,1.0,1.0,0,0.0,61,0,631.350733180961,0
57,55,57,0.9649122807017544,1.0,1.0,1.0,0,0.0,57,0,405.25573118641927,0
81,79,81,0.9753086419753086,1.0,1.0,1.0,0,0.0,81,0,604.7404486989916,0
71,69,71,0.971830985915493,1.0,1.0,1.0,0,0.0,71,0,982.0297382782492,0
62,60,62,0.967741935483871,1.0,1.0,1.0,0,0.0,62,0,920.7351842914637,0
86,84,86,0.9767441860465116,1.0,1.0,1.0,0,0.0,86,0,926.0936982875917,0
20,18,20,0.9,1.0,1.0,1.0,0,0.0,20,0,807.1632801729065,0
88,86,88,0.9772727272727273,1.0,1.0,1.0,0,0.0,88,0,1118.866654247189,0
29,27,29,0.9310344827586207,1.0,1.0,1.0,0,0.0,29,0,448.62237368070225,0
48,46,48,0.9583333333333334,1.0,1.0,1.0,0,0.0,48,0,483.89242727357816,0
65,63,65,0.9692307692307692,1.0,1.0,1.0,0,0.0,65,0,1320.4180596793447,0
88,86,88,0.9772727272727273,1.0,1.0,1.0,0,0.0,88,0,1336.8361717683522,0
60,58,60,0.9666666666666667,1.0,1.0,1.0,0,0.0,60,0,822.0816657446304,0
35,33,35,0.9428571428571428,1.0,1.0,1.0,0,0.0,35,0,645.5643626813854,0
23,21,23,0.9130434782608695,1.0,1.0,1.0,0,0.0,23,0,541.8637089293604,0
68,66,68,0.9705882352941176,1.0,1.0,1.0,0,0.0,68,0,602.5152881966131,0
24,22,24,0.9166666666666666,1.0,1.0,1.0,0,0.0,24,0,673.4624625965293,0
95,93,95,0.9789473684210527,1.0,1.0,1.0,0,0.0,95,0,788.3804762419984,0
66,64,66,0.9696969696969697,1.0,1.0,1.0,0,0.0,66,0,694.2895637523081,0
36,34,36,0.9444444444444444,1.0,1.0,1.0,0,0.0,36,0,626.2948406069235,0
91,89,91,0.978021978021978,1.0,1.0,1.0,0,0.0,91,0,1063.7871007258104,0
81,79,81,0.9753086419753086,1.0,1.0,1.0,0,0.0,81,0,448.96284867640327,0
37,35,37,0.9459459459459459,1.0,1.0,1.0,0,0.0,37,0,634.7511493077669,0
79,77,79,0.9746835443037974,1.0,1.0,1.0,0,0.0,79,0,1029.5724213839621,0
55,53,55,0.9636363636363636,1.0,1.0,1.0,0,0.0,55,0,564.2122734111647,0
103,101,103,0.9805825242718447,1.0,1.0,1.0,0,0.0,103,0,690.884317055913,0
73,71,73,0.9726027397260274,1.0,1.0,1.0,0,0.0,73,0,501.1256606410716,0
31,29,31,0.9354838709677419,1.0,1.0,1.0,0,0.0,31,0,983.8188177732984,0
78,76,78,0.9743589743589743,1.0,1.0,1.0,0,0.0,78,0,668.0367669129588,0
58,56,58,0.9655172413793104,1.0,1.0,1.0,0,0.0,58,0,785.2808513194684,0
41,39,41,0.9512195121951219,1.0,1.0,1.0,0,0.0,41,0,530.7287184477947,0
68,66,68,0.9705882352941176,1.0,1.0,1.0,0,0.0,68,0,996.8818666978875,0
98,96,98,0.9795918367346939,1.0,1.0,1.0,0,0.0,98,0,680.9369081337037,0
92,90,92,0.9782608695652174,1.0,1.0,1.0,0,0.0,92,0,940.9798446665473,0
71,69,71,0.971830985915493,1.0,1.0,1.0,0,0.0,71,0,870.7395191816668,0
61,59,61,0.9672131147540983,1.0,1.0,1.0,0,0.0,61,0,824.2035774221071,0
95,93,95,0.9789473684210527,1.0,1.0,1.0,0,0.0,95,0,847.5031653633919,0
20,18,20,0.9,1.0,1.0,1.0,0,0.0,20,0,445.01079433050984,0
60,58,60,0.9666666666666667,1.0,1.0,1.0,0,0.0,60,0,1307.193975896906,0
84,82,84,0.9761904761904762,1.0,1.0,1.0,0,0.0,84,0,656.6248581543687,0
57,55,57,0.9649122807017544,1.0,1.0,1.0,0,0.0,57,0,572.2959492495876,0
107,105,107,0.9813084112149533,1.0,1.0,1.0,0,0.0,107,0,383.78806572350277,0
34,32,34,0.9411764705882353,1.0,1.0,1.0,0,0.0,34,0,462.82522746955647,0
62,60,62,0.967741935483871,1.0,1.0,1.0,0,0.0,62,0,916.0251283933,0
81,79,81,0.9753086419753086,1.0,1.0,1.0,0,0.0,81,0,412.8586364774301,0
63,61,63,0.9682539682539683,1.0,1.0,1.0,0,0.0,63,0,489.2621723164938,0
49,47,49,0.9591836734693877,1.0,1.0,1.0,0,0.0,49,0,838.2252892471708,0
94,92,94,0.9787234042553191,1.0,1.0,1.0,0,0.0,94,0,734.0661835642998,0
27,25,27,0.9259259259259259,1.0,1.0,1.0,0,0.0,27,0,390.262333773306,0
95,93,95,0.9789473684210527,1.0,1.0,1.0,0,0.0,95,0,978.2069594013067,0
90,88,90,0.9777777777777777,1.0,1.0,1.0,0,0.0,90,0,768.1446318682545,0
78,76,78,0.9743589743589743,1.0,1.0,1.0,0,0.0,78,0,367.86812112524854,0
44,42,44,0.9545454545454546,1.0,1.0,1.0,0,0.0,44,0,412.9214571791825,0
79,77,79,0.9746835443037974,1.0,1.0,1.0,0,0.0,79,0,807.8201209294557,0
53,51,53,0.9622641509433962,1.0,1.0,1.0,0,0.0,53,0,813.0907358775571,0
67,65,67,0.9701492537313433,1.0,1.0,1.0,0,0.0,67,0,769.8247587115809,0
18,16,18,0.8888888888888888,1.0,1.0,1.0,0,0.0,18,0,575.4804225112404,0
38,36,38,0.9473684210526315,1.0,1.0,1.0,0,0.0,38,0,784.307818120411,0
37,35,37,0.9459459459459459,1.0,1.0,1.0,0,0.0,37,0,612.8108027634153,0
56,54,56,0.9642857142857143,1.0,1.0,1.0,0,0.0,56,0,323.75538800666675,0
37,35,37,0.9459459459459459,1.0,1.0,1.0,0,0.0,37,0,556.5323502276937,0
62,60,62,0.967741935483871,1.0,1.0,1.0,0,0.0,62,0,493.230408980979,0
45,43,45,0.9555555555555556,1.0,1.0,1.0,0,0.0,45,0,1116.8430418743558,0
