3.4400000000000004,2.0,0,0,0,0,0
1.7999999999999998,3.0,2,2.0,5,-1.841025641025641,0
2.4699999999999998,3.0,0,0,1,-0.25,0
2.33,2.0,1,0.14285714285714285,0,0,0
2.1799999999999997,2.0,1,1.0,4,-2.0,0
3.3600000000000003,3.0,0,0,0,0,0
4.55,1.0,0,0,0,0,0
1.48,2.0,0,0,1,-1.0,0
4.370000000000001,3.0,1,1.0,4,-3.0,0
2.56,2.0,0,0,1,-0.1134020618556701,0
0.9100000000000001,0.0,3,2.25,3,-1.2713487629688747,0
4.18,2.0,1,0.14285714285714285,1,-1.0,0
0.0,0.0,2,0.9333333333333333,3,-2.125,0
1.9300000000000006,4.0,3,1.8333333333333333,4,-2.0886021505376346,0
3.7300000000000004,0.0,0,0,0,0,0
3.7300000000000004,5.0,0,0,1,-1.0,0
4.17,4.0,7,4.041130604288499,7,-7.0,0
1.67,0.0,3,2.333333333333333,2,-0.5,0
1.62,4.0,0,0,0,0,0
2.38,0.0,1,0.5555555555555556,0,0,0
2.3499999999999996,5.0,5,2.3194444444444446,3,-1.4353741496598638,0
2.9800000000000004,2.0,2,1.0588235294117647,1,-0.05263157894736842,0
2.4699999999999998,3.0,1,1.0,0,0,0
3.0,4.0,2,1.3333333333333333,0,0,0
2.0300000000000002,0.0,0,0,4,-2.4,0
2.9399999999999995,4.0,2,1.2857142857142856,0,0,0
0.7699999999999996,0.0,1,0.5,0,0,0
2.3899999999999997,4.0,2,1.6,7,-2.1333068292251967,0
3.5,5.0,1,1.0,1,-0.5,0
2.45,2.0,2,2.0,1,-0.14814814814814814,0
1.8099999999999996,0.0,0,0,0,0,0
1.7800000000000002,0.0,0,0,0,0,0
1.44,2.0,0,0,0,0,0
4.2,1.0,3,1.4047619047619047,9,-3.324603688097077,0
3.1100000000000003,3.0,1,1.0,0,0,0
4.13,3.0,0,0,1,-0.2,0
5.9,7.0,1,1.0,6,-5.313131313131313,0
2.37,3.0,1,0.5555555555555556,0,0,0
2.83,4.0,1,1.0,0,0,0
3.0,5.0,7,5.096723817118554,2,-0.2857142857142857,0
1.46,0.0,1,0.030303030303030304,1,-0.3333333333333333,0
3.0700000000000003,5.0,4,2.6666666666666665,6,-3.472675824458507,0
2.4299999999999997,3.0,4,4.0,4,-3.4230769230769234,0
2.83,3.0,0,0,1,0.0,0
2.83,2.0,5,4.2,1,-1.0,0
1.4500000000000002,4.0,4,3.4545454545454546,0,0,0
2.67,3.0,1,1.0,2,-0.47619047619047616,0
2.6300000000000003,2.0,1,1.0,1,-0.2903225806451613,0
0.7699999999999996,0.0,3,1.868421052631579,0,0,0
1.9100000000000001,0.0,0,0,1,-1.0,0
1.4299999999999997,4.0,1,0.4666666666666667,0,0,0
2.3899999999999997,4.0,0,0,1,-1.0,0
1.1199999999999992,2.0,2,0.20614828209764918,5,-1.0876087608760876,0
1.5999999999999996,4.0,0,0,2,0.0,0
1.9500000000000002,2.0,5,3.07918025151374,1,0.0,0
1.0300000000000002,0.0,0,0,1,-0.4782608695652174,0
1.25,2.0,2,1.2173913043478262,4,-3.0,0
2.8099999999999996,2.0,2,1.2,4,-2.177777777777778,0
5.26,4.0,1,1.0,0,0,0
3.0,5.0,1,0.6597222222222222,0,0,0
3.48,0.0,2,1.3333333333333333,2,-1.5,0
1.1899999999999995,0.0,3,0.7747126436781608,1,-0.49206349206349204,0
5.2,7.0,1,0.3684210526315789,2,-0.6,0
1.88,0.0,1,0.4,5,-3.3790410659676717,0
3.3899999999999997,4.0,1,0.34146341463414637,3,-1.7416666666666667,0
2.17,3.0,1,0.25,4,-2.3793103448275863,0
1.4500000000000002,2.0,1,0.3333333333333333,0,0,0
4.33,0.0,0,0,2,-1.0857142857142856,0
