-1.0,1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-0.0875,0.3125,-0.0875,0.3125,0.0,0.0,0.0875,-0.11666666666666665,0.3833333333333333,0.0,0.1,0.0,0.0,0.11666666666666665,-0.125,0.575,-0.05,0.05,0.0,0.0,0.0,0.0,0.125,0
0.0666666666666667,0.6000000000000001,0.30000000000000004,0.6000000000000001,-0.4,0.6,0.7000000000000001,-0.2,0.8,0.2,0.5,0.0,0.0,0.4,-0.2,0.8,0.8,0.4,-0.4,0.6,0.0,0.0,1.2000000000000002,0
0.2,0.4,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0
0.16666666666666666,0.3125,0.0,0.125,0.3333333333333333,0.5,0.3333333333333333,0.0,0.125,0.0,0.0,0.3333333333333333,0.5,0.3333333333333333,0.0,0.0,0.0,0.125,0.0,0.0,0.3333333333333333,0.5,0.3333333333333333,0
0.275,0.7,0.8,1.0,-0.25,0.4,1.05,0.8,1.0,-0.25,0.4,0.0,0.0,1.05,0.8,1.0,0.0,0.0,0.0,0.0,-0.25,0.4,1.05,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.1,0.45,0.0,0.0,-0.1,0.45,0.1,0.0,0.0,0.0,0.0,-0.1,0.45,0.1,0.0,0.0,0.0,0.0,-0.4,0.4,0.2,0.5,0.6000000000000001,0
0.1,0.2,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.1,0.2,0.0,0,0,0,0,0,0,0
0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.2,0.1,0.2,0.1,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0
0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
0.36666666666666664,0.5666666666666668,0.19999999999999998,0.55,0.7,0.6000000000000001,0.5,0.0,0.0,0.19999999999999998,0.55,0.7,0.6000000000000001,0.7,0.0,0.0,-0.2,0.1,0.6,1.0,0.7,0.6000000000000001,0.8999999999999999,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.19999999999999998,0.5666666666666667,0.0,0.0,0.19999999999999998,0.5666666666666667,0.19999999999999998,0.0,0.0,0.5,0.5,0.04999999999999999,0.6,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.04999999999999999,0.6,0.5,0
0.26666666666666666,0.2833333333333333,0.0,0.0,0.26666666666666666,0.2833333333333333,0.26666666666666666,0.0,0.0,0.26666666666666666,0.2833333333333333,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666,0.2833333333333333,0.0,0.0,0.26666666666666666,0
0.22878787878787876,0.2626262626262626,0.22878787878787876,0.2626262626262626,0.0,0.0,0.22878787878787876,0.19318181818181818,0.3939393939393939,0.3,0.0,0.0,0.0,0.3,0.25,0.3333333333333333,0.13636363636363635,0.45454545454545453,0.3,0.0,0.0,0.0,0.3,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.4,0.25,0.8,0.4,0.0,0.1,0.8,0.0,0.0,0.8,0.4,0.0,0.1,0.8,0.0,0.0,0.8,0.4,0.0,0.1,0.0,0.0,0.8,0
0.35714285714285715,0.5714285714285714,0.0,0.0,0.35714285714285715,0.5714285714285714,0.35714285714285715,0.0,0.0,0.0,0.0,0.35714285714285715,0.5714285714285714,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.5714285714285714,0.35714285714285715,0
-0.13333333333333333,0.13333333333333333,0.0,0.0,-0.2,0.2,0.2,0.0,0.0,0.0,0.0,-0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,0.2,0
0.39999999999999997,0.4916666666666667,0.10000000000000002,0.3833333333333333,0.7,0.6000000000000001,0.6,0.10000000000000002,0.3833333333333333,0.0,0.0,0.7,0.6000000000000001,0.7,0.10000000000000002,0.3833333333333333,0.0,0.0,0.0,0.0,0.7,0.6000000000000001,0.7,0
0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0
-0.1,0.1,-0.2,0.1,0.0,0.1,0.2,0.0,0.0,-0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,-0.2,0.1,0.0,0.1,0.2,0
0.5,0.6,0.0,0.0,0.5,0.6,0.5,0.0,0.0,0.0,0.0,0.5,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.5,0
