3.44,2,0,0,0,0,0.0909090909,0,0.0227272727,0,0.0909090909,0,0,0,0.8863636364,0,0,0,0,0,0,0,1,0.7368421053,19,23,21,23,0.9130434783,1,1,1,0,0,23,0,435.0066984652,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,-1,1,0,0,1,0,0,-1,1,0,0,1,0,0,-1,1,0,0,0,0,1,30,7,0.2333333333,1,1,0,0,0,0,0,0,0
1.8,3,2,2,5,-1.841025641,0.95,0,0.05,0,0,0,0,0,0.95,0,0,0,1,0,0,0,0.8666666667,0.3066666667,75,90,88,90,0.9777777778,1,1,1,0,0,90,0,663.1473984904,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.0875,0.3125,-0.0875,0.3125,0,0,0.0875,-0.1166666667,0.3833333333,0,0.1,0,0,0.1166666667,-0.125,0.575,-0.05,0.05,0,0,0,0,0.125,86,17,0.1976744186,0,1,0,0,0,0,0,0,0
2.47,3,0,0,1,-0.25,0.0434782609,0,0.0434782609,0,0.0217391304,0,0,0,0.9347826087,0,0,0,0,0,0,0,0.8333333333,0.4693877551,49,60,58,60,0.9666666667,1,1,1,0,0,60,0,588.2563631862,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0666666667,0.6,0.3,0.6,-0.4,0.6,0.7,-0.2,0.8,0.2,0.5,0,0,0.4,-0.2,0.8,0.8,0.4,-0.4,0.6,0,0,1.2,64,15,0.234375,2,1,0,0,0,0,1,1,0
2.33,2,1,0.1428571429,0,0,0.9574468085,0,0.0212765957,0,0.0212765957,0,0,0,0.9574468085,0,0,0,0,0,0,0,0.8666666667,0.3376623377,77,93,91,93,0.9784946237,1,1,1,0,0,93,0,961.8148815497,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0.4,0,0,0.2,0.4,0.2,0,0,0,0,0.2,0.4,0.2,0,0,0,0,0,0,0.2,0.4,0.2,106,20,0.1886792453,1,2,0,0,0,0,1,0,0
2.18,2,1,1,4,-2,0.6530612245,0,0.1224489796,0,0.2244897959,0,0,0,0.6530612245,0,0,0,0,0,0,0,0.8571428571,0.3606557377,61,74,72,74,0.972972973,1,1,1,0,0,74,0,528.9598577434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666667,0.3125,0,0.125,0.3333333333,0.5,0.3333333333,0,0.125,0,0,0.3333333333,0.5,0.3333333333,0,0,0,0.125,0,0,0.3333333333,0.5,0.3333333333,83,19,0.2289156627,0,2,0,0,0,0,0,0,0
3.36,3,0,0,0,0,0.7551020408,0,0.0612244898,0,0.1836734694,0,0,0,0.7551020408,0,0,0,0,0,0,0,1,0.5,38,46,44,46,0.9565217391,1,1,1,0,0,46,0,791.2401428615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0.7,0.8,1,-0.25,0.4,1.05,0.8,1,-0.25,0.4,0,0,1.05,0.8,1,0,0,0,0,-0.25,0.4,1.05,62,12,0.1935483871,0,2,0,0,0,0,2,1,0
4.55,1,0,0,0,0,0.5918367347,0,0,0,0.4081632653,0,0,0,0.5918367347,0,0,0,0,0,0,0,1,0.358974359,78,87,85,87,0.9770114943,1,1,1,0,0,87,0,801.4053444475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,12,0.15,0,2,0,0,0,0,0,0,0
1.48,2,0,0,1,-1,0.7142857143,0,0.1428571429,0,0.1428571429,0,0,0,0.7142857143,0,0,0,1,0,0,0,0.9166666667,0.328125,64,75,73,75,0.9733333333,1,1,1,0,0,75,0,1065.3882533877,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,12,0.1875,0,0,0,0,0,0,0,0,0
4.37,3,1,1,4,-3,0.7959183673,0,0.0816326531,0,0.1224489796,0,0,0,0.7959183673,0,0,0,0,1,0,0,0.7857142857,0.3157894737,76,89,87,89,0.9775280899,1,1,1,0,0,89,0,830.730764191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.45,0,0,-0.1,0.45,0.1,0,0,0,0,-0.1,0.45,0.1,0,0,0,0,-0.4,0.4,0.2,0.5,0.6,83,16,0.1927710843,0,0,0,0,0,0,0,1,0
2.56,2,0,0,1,-0.1134020619,0.8333333333,0,0.0625,0,0.1041666667,0,0,0,0.8333333333,0,0,0,0,0,0,0,1,0.9,10,13,11,13,0.8461538462,1,1,1,0,0,13,0,529.7775706435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0.1,0.2,0.1,0,0,0,0,0.1,0.2,0.1,0.1,0.2,0,0,0,0,0,0,0,24,6,0.25,0,1,0,0,0,0,0,0,0
